,accession,maturity_height_type,Block,Row,Col,Plot,Trt,DOY186,DOY193,DOY200,DOY207,DOY208,DOY209,DOY210,DOY215,DOY216,DOY217,DOY221,DOY223,DOY224,DOY229,DOY231,DOY236,DOY241,DOY252,DOY266,Heading10%,Heading50,Heading90
1001,PI 533921,Type4,2,4,19,20419,HN,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,213,223
1271,PI 533991,Type4,2,5,19,20519,HN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,217,220,223
1541,PI 533830,Type4,2,6,19,20619,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
1811,PI 533948,Type4,2,7,19,20719,HN,NA,NA,0,NA,50,NA,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,NA,202,208,223
2081,PI 533838,Type4,2,8,19,20819,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
2351,PI 533957,Type3,2,9,19,20919,HN,NA,NA,0,NA,50,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,202,208,223
2621,PI 533996,Type3,2,10,19,21019,HN,NA,NA,0,NA,50,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,221
2891,PI 533766,Type3,2,11,19,21119,HN,NA,NA,0,NA,70,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,206,216
3161,check,Check,2,12,19,21219,HN,NA,NA,0,NA,1,NA,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,216,223
3431,PI 533979,Type3,2,13,19,21319,HN,NA,NA,0,NA,90,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,204,208
3701,PI 533769,Type3,2,14,19,21419,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
3971,PI 329440,Type3,2,15,19,21519,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,216
4241,PI 534097,Type3,2,16,19,21619,HN,NA,NA,0,NA,70,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,206,216
2010,PI 533912,Type4,2,1,20,20120,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
471,PI 533758,Type4,2,2,20,20220,HN,NA,NA,0,NA,20,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,211,216
741,check,Check,2,3,20,20320,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
1011,check,Check,2,4,20,20420,HN,NA,NA,0,NA,1,NA,NA,NA,20,NA,NA,60,NA,NA,NA,100,NA,NA,NA,212,221,233
1281,PI 533954,Type4,2,5,20,20520,HN,NA,NA,0,NA,60,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,207,216
1551,PI 533750,Type4,2,6,20,20620,HN,NA,NA,0,NA,70,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,206,220
1821,PI 533760,Type4,2,7,20,20720,HN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,NA,217,221,227
2091,PI 533759,Type4,2,8,20,20820,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
2361,PI 533833,Type3,2,9,20,20920,HN,NA,NA,0,NA,50,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,220
2631,PI 534092,Type3,2,10,20,21020,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,NA,209,214,223
2901,PI 533939,Type3,2,11,20,21120,HN,NA,NA,0,NA,30,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,211,216
3171,PI 533792,Type3,2,12,20,21220,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90,NA,100,NA,NA,NA,224,226,229
3441,PI 533961,Type3,2,13,20,21320,HN,NA,NA,0,NA,20,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,204,211,216
3711,check,Check,2,14,20,21420,HN,NA,NA,0,NA,1,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,213,223
3981,PI 534075,Type3,2,15,20,21520,HN,NA,NA,0,NA,50,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
4251,PI 533913,Type3,2,16,20,21620,HN,NA,NA,0,NA,80,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
2110,PI 533866,Type4,2,1,21,20121,HN,NA,NA,0,NA,40,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,212,221
481,PI 533910,Type4,2,2,21,20221,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
751,PI 534037,Type4,2,3,21,20321,HN,NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,211,218,222
1021,PI 533911,Type4,2,4,21,20421,HN,NA,NA,0,NA,5,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
1291,PI 533986,Type4,2,5,21,20521,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,214,223
1561,PI 533997,Type4,2,6,21,20621,HN,NA,NA,0,NA,30,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,203,211,216
1831,PI 533955,Type4,2,7,21,20721,HN,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,213,223
2101,PI 533776,Type4,2,8,21,20821,HN,NA,NA,0,NA,30,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,203,211,220
2371,PI 533940,Type3,2,9,21,20921,HN,NA,NA,0,NA,5,NA,NA,NA,79,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
2641,PI 533987,Type3,2,10,21,21021,HN,NA,NA,0,NA,90,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,204,208
2911,PI 533754,Type3,2,11,21,21121,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
3181,PI 534047,Type3,2,12,21,21221,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
3451,PI 534046,Type3,2,13,21,21321,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
3721,PI 533936,Type3,2,14,21,21421,HN,NA,NA,0,NA,5,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
3991,PI 533785,Type3,2,15,21,21521,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
4261,PI 534063,Type3,2,16,21,21621,HN,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,216,219,222
2210,PI 629059,Type4,2,1,22,20122,HN,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,216,220,223
491,PI 597965,Type4,2,2,22,20222,HN,NA,NA,0,NA,10,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,208,213,223
761,check,Check,2,3,22,20322,HN,NA,NA,0,NA,10,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,208,212,216
1031,PI 534124,Type4,2,4,22,20422,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
1301,PI 576394,Type4,2,5,22,20522,HN,NA,NA,0,NA,20,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,204,211,216
1571,PI 597971,Type4,2,6,22,20622,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
1841,PI 576352,Type4,2,7,22,20722,HN,NA,NA,0,NA,50,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
2111,PI 597958,Type4,2,8,22,20822,HN,NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,80,NA,90,NA,NA,NA,NA,NA,210,216,229
2381,PI 595745,Type3,2,9,22,20922,HN,NA,NA,0,NA,5,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
2651,PI 534116,Type3,2,10,22,21022,HN,NA,NA,0,NA,30,NA,NA,NA,89,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,203,211,223
2921,PI 576347,Type3,2,11,22,21122,HN,NA,NA,0,NA,80,NA,NA,NA,95,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,201,205,213
3191,PI 641874,Type3,2,12,22,21222,HN,NA,NA,0,NA,95,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
3461,PI 595718,Type3,2,13,22,21322,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
3731,PI 655998,Type3,2,14,22,21422,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
4001,PI 597950,Type3,2,15,22,21522,HN,NA,NA,0,NA,80,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
4271,PI 534145,Type3,2,16,22,21622,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
2310,PI 576425,Type4,2,1,23,20123,HN,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,90,NA,100,NA,NA,NA,NA,NA,216,220,223
501,PI 534101,Type4,2,2,23,20223,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,NA,209,214,223
771,PI 595714,Type4,2,3,23,20323,HN,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
1041,PI 534105,Type4,2,4,23,20423,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,214,223
1311,PI 597957,Type4,2,5,23,20523,HN,NA,NA,0,NA,30,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,203,212,223
1581,PI 597968,Type4,2,6,23,20623,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,216
1851,PI 576390,Type4,2,7,23,20723,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
2121,PI 597982,Type4,2,8,23,20823,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
2391,check,Check,2,9,23,20923,HN,NA,NA,NA,NA,0,NA,NA,NA,79,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,213,223
2661,PI 576399,Type3,2,10,23,21023,HN,NA,NA,0,NA,70,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,206,216
2931,PI 576337,Type3,2,11,23,21123,HN,NA,NA,0,NA,20,NA,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,204,216,223
3201,PI 595741,Type3,2,12,23,21223,HN,NA,NA,0,NA,50,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,221
3471,check,Check,2,13,23,21323,HN,NA,NA,0,NA,1,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
3741,PI 534117,Type3,2,14,23,21423,HN,NA,NA,0,NA,70,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,213
4011,PI 534123,Type3,2,15,23,21523,HN,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,215,223
4281,PI 552861,Type3,2,16,23,21623,HN,NA,NA,0,NA,5,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,208,212,216
2410,PI 576339,Type4,2,1,24,20124,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
511,PI 597952,Type4,2,2,24,20224,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
781,PI 576364,Type4,2,3,24,20324,HN,NA,NA,0,NA,20,NA,NA,NA,85,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,204,212,218
1051,PI 629034,Type4,2,4,24,20424,HN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,217,220,222
1321,PI 595720,Type4,2,5,24,20524,HN,NA,NA,0,NA,30,NA,NA,NA,95,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,203,210,215
1591,check,Check,2,6,24,20624,HN,NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,NA,211,219,226
1861,PI 534108,Type4,2,7,24,20724,HN,NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,210,216,222
2131,PI 534115,Type4,2,8,24,20824,HN,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,215,221
2401,PI 655987,Type3,2,9,24,20924,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,208,216
2671,PI 576366,Type3,2,10,24,21024,HN,NA,NA,0,NA,80,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,201,205,216
2941,PI 576350,Type3,2,11,24,21124,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
3211,PI 595702,Type3,2,12,24,21224,HN,NA,NA,0,NA,60,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,214
3481,PI 534099,Type3,2,13,24,21324,HN,NA,NA,0,NA,10,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,208,213,223
3751,PI 597961,Type3,2,14,24,21424,HN,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,215,221
4021,PI 576332,Type3,2,15,24,21524,HN,NA,NA,0,NA,80,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,212
4291,PI 597972,Type3,2,16,24,21624,HN,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,207
2510,PI 656022,Type4,2,1,25,20125,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,NA,NA,NA,NA,224,226,228
521,PI 656000,Type4,2,2,25,20225,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
791,PI 655989,Type4,2,3,25,20325,HN,NA,NA,0,NA,40,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,202,210,216
1061,PI 655971,Type4,2,4,25,20425,HN,NA,NA,0,NA,50,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
1331,PI 656047,Type4,2,5,25,20525,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,NA,100,NA,NA,NA,224,228,234
1601,PI 598070,Type4,2,6,25,20625,HN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,NA,100,NA,NA,NA,217,221,232
1871,PI 656115,Type4,2,7,25,20725,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,214,223
2141,check,Check,2,8,25,20825,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
2411,PI 656121,Type3,2,9,25,20925,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
2681,PI 656087,Type3,2,10,25,21025,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
2951,PI 655999,Type3,2,11,25,21125,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
3221,check,Check,2,12,25,21225,HN,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,215,221
3491,PI 656098,Type3,2,13,25,21325,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
3761,PI 655985,Type3,2,14,25,21425,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
4031,PI 656120,Type3,2,15,25,21525,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
4301,PI 656019,Type3,2,16,25,21625,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
2610,PI 656108,Type4,2,1,26,20126,HN,NA,NA,0,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
531,PI 655993,Type4,2,2,26,20226,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,214,221
801,PI 656033,Type4,2,3,26,20326,HN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,100,NA,NA,NA,217,220,230
1071,PI 656085,Type4,2,4,26,20426,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
1341,PI 656078,Type4,2,5,26,20526,HN,NA,NA,0,NA,1,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
1611,PI 656077,Type4,2,6,26,20626,HN,NA,NA,0,NA,50,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,214
1881,PI 656095,Type4,2,7,26,20726,HN,NA,NA,0,NA,50,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,216
2151,Btx623,Type4,2,8,26,20826,HN,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,213,223
2421,PI 656109,Type3,2,9,26,20926,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
2691,PI 656055,Type3,2,10,26,21026,HN,NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,80,NA,90,NA,NA,NA,NA,NA,210,216,229
2961,PI 656020,Type3,2,11,26,21126,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,216
3231,PI 656104,Type3,2,12,26,21226,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
3501,PI 656105,Type3,2,13,26,21326,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
3771,PI 656101,Type3,2,14,26,21426,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
4041,PI 656119,Type3,2,15,26,21526,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
4311,PI 659693,Type3,2,16,26,21626,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
2710,PI 656060,Type4,2,1,27,20127,HN,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,213,220
541,check,Check,2,2,27,20227,HN,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,209,214,223
811,PI 656089,Type4,2,3,27,20327,HN,NA,NA,0,NA,60,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,214
1081,PI 656052,Type4,2,4,27,20427,HN,NA,NA,0,NA,30,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,203,211,216
1351,PI 656005,Type4,2,5,27,20527,HN,NA,NA,0,NA,30,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,210,215
1621,PI 656096,Type4,2,6,27,20627,HN,NA,NA,0,NA,40,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,209,215
1891,PI 656080,Type4,2,7,27,20727,HN,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,209,212,216
2161,PI 656094,Type4,2,8,27,20827,HN,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,212,215
